Video_File;Predicted_Category;feature_0;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;Predictions
./TestFULL/Concert/Concert_045 .mp4;Party;9,72131475;9,6985382;8,441211;8,310369;7,9748793;7,66372118;6,59583721;5,736568;4,167538;4,11084;2,9704813;2,55551713;2,40914437;-3,8321569;9,265356;-5,65338838;-6,5606089;-7,07687811;-7,46865206;-7,96061714;-8,22650573;-8,762336;-9,3008182;-14,111087;-14,335543;"[
'./TestFULL/Concert/Concert_045
.mp4',
'Baseball',
9.72131475,
9.6985382,
8.441211,
8.310369,
7.9748793,
7.66372118,
6.59583721,
5.736568,
4.167538,
4.11084,
2.9704813,
2.55551713,
2.40914437,
-3.8321569,
9.265356,
-5.65338838,
-6.5606089,
-7.07687811,
-7.46865206,
-7.96061714,
-8.22650573,
-8.762336,
-9.3008182,
-14.111087,
-14.335543
]"
./TestFULL/Concert/Concert_046 .mp4;Party;8,9096015;7,31072479;6,8632404;5,025516;5,020465;3,315251;1,9469962;0,171503;-3,30224134;-3,79369;-3,863969;-6,40638704;-6,962065;-7,53706817;8,0796442;-8,519062;-9,25615915;-9,6639763;-10,040228;-10,14370501;-10,625397;-10,8218404;-11,53827656;-14,0073658;-14,15754455;"[
'./TestFULL/Concert/Concert_046
.mp4',
'Baseball',
8.9096015,
7.31072479,
6.8632404,
5.025516,
5.020465,
3.315251,
1.9469962,
0.171503,
-3.30224134,
-3.79369,
-3.863969,
-6.40638704,
-6.962065,
-7.53706817,
8.0796442,
-8.519062,
-9.25615915,
-9.6639763,
-10.040228,
-10.14370501,
-10.625397,
-10.8218404,
-11.53827656,
-14.0073658,
-14.15754455
]"
./TestFULL/Conflict/Conflict_017 .mp4;Party;9,3317437;7,55770154;7,38114227;6,4446422;5,620799;4,904226;3,7802962;0,173457;-1,13761031;-1,16508341;-1,2452897;-4,026854;-4,69035244;-4,8061441;11,141869;-4,815839;-5,233617;-5,29684438;-5,4250895;-7,0787603;-9,2377843;-10,9526496;-13,288769;-13,9006813;-14,05809435;"[
'./TestFULL/Conflict/Conflict_017
.mp4',
'Baseball',
9.3317437,
7.55770154,
7.38114227,
6.4446422,
5.620799,
4.904226,
3.7802962,
0.173457,
-1.13761031,
-1.16508341,
-1.2452897,
-4.026854,
-4.69035244,
-4.8061441,
11.141869,
-4.815839,
-5.233617,
-5.29684438,
-5.4250895,
-7.0787603,
-9.2377843,
-10.9526496,
-13.288769,
-13.9006813,
-14.05809435
]"
./TestFULL/Conflict/Conflict_019 .mp4;Party;8,35099334;8,030726;7,8171442;7,6393945;6,9826572;5,816607;5,79763226;4,56888;1,7240749;1,2940492;1,0785397;-0,203572;-0,2726129;-3,9271872;8,08242102;-4,274;-4,8824765;-5,059395;-6,583146;-9,458084;-10,104938;-10,44779268;-11,159903;-13,3923259;-13,422069;"[
'./TestFULL/Conflict/Conflict_019
.mp4',
'Baseball',
8.35099334,
8.030726,
7.8171442,
7.6393945,
6.9826572,
5.816607,
5.79763226,
4.56888,
1.7240749,
1.2940492,
1.0785397,
-0.203572,
-0.2726129,
-3.9271872,
8.08242102,
-4.274,
-4.8824765,
-5.059395,
-6.583146,
-9.458084,
-10.104938,
-10.44779268,
-11.159903,
-13.3923259,
-13.422069
]"
./TestFULL/Conflict/Conflict_025 .mp4;Party;5,16062127;3,981112;3,4761936;2,867765;1,9288491;1,580823;0,207017;-0,0821959;-1,238906;-2,2511387;-2,50694281;-4,200329;-6,8966543;-7,3979141;9,995826;-9,1054716;-9,155312;-10,4327985;-11,133283;-11,616967;-12,15723975;-12,942803;-13,178444;-13,4920482;-14,36278033;"[
'./TestFULL/Conflict/Conflict_025
.mp4',
'Baseball',
5.16062127,
3.981112,
3.4761936,
2.867765,
1.9288491,
1.580823,
0.207017,
-0.0821959,
-1.238906,
-2.2511387,
-2.50694281,
-4.200329,
-6.8966543,
-7.3979141,
9.995826,
-9.1054716,
-9.155312,
-10.4327985,
-11.133283,
-11.616967,
-12.15723975,
-12.942803,
-13.178444,
-13.4920482,
-14.36278033
]"
./TestFULL/Conflict/Conflict_001 .mp4;Party;9,755515;9,71270947;8,51474162;8,3778823;7,949121;7,852092;5,897248;3,94558646;2,67111835;1,44337887;1,177416;-0,5400697;-1,596423;-5,0953134;9,632513;-5,87215596;-6,7988996;-8,059012;-10,2800835;-10,444334;-10,54710818;-13,312292;-14,5006534;-14,7023455;-14,7827023;"[
'./TestFULL/Conflict/Conflict_001
.mp4',
'Baseball',
9.755515,
9.71270947,
8.51474162,
8.3778823,
7.949121,
7.852092,
5.897248,
3.94558646,
2.67111835,
1.44337887,
1.177416,
-0.5400697,
-1.596423,
-5.0953134,
9.632513,
-5.87215596,
-6.7988996,
-8.059012,
-10.2800835,
-10.444334,
-10.54710818,
-13.312292,
-14.5006534,
-14.7023455,
-14.7827023
]"
./TestFULL/Conflict/Conflict_013 .mp4;Party;9,676529;8,31292;8,025111;7,517955;6,878362;5,303282;5,1482831;5,14695;5,08895034;4,572122;4,4508254;3,1313883;-0,07734224;-0,17985681;10,6464778;-2,53753171;-2,6398926;-4,7505129;-5,575074;-6,493764;-8,762722;-9,44326807;-11,173674;-12,13968;-14,62234931;"[
'./TestFULL/Conflict/Conflict_013
.mp4',
'Baseball',
9.676529,
8.31292,
8.025111,
7.517955,
6.878362,
5.303282,
5.1482831,
5.14695,
5.08895034,
4.572122,
4.4508254,
3.1313883,
-0.07734224,
-0.17985681,
10.6464778,
-2.53753171,
-2.6398926,
-4.7505129,
-5.575074,
-6.493764,
-8.762722,
-9.44326807,
-11.173674,
-12.13968,
-14.62234931
]"
./TestFULL/Conflict/Conflict_003 .mp4;Party;9,0543899;8,7070298;8,0789096;6,983718;6,960753;4,2680289;1,1212329;-0,188203;-2,963294;-3,4418064;-3,524888;-4,89947898;-4,98853852;-6,31268;11,441492;-8,396824;-8,5657505;-11,07234327;-11,9478576;-12,19985736;-12,84195024;-13,9057477;-14,672679;-14,6802864;-14,89120345;"[
'./TestFULL/Conflict/Conflict_003
.mp4',
'Baseball',
9.0543899,
8.7070298,
8.0789096,
6.983718,
6.960753,
4.2680289,
1.1212329,
-0.188203,
-2.963294,
-3.4418064,
-3.524888,
-4.89947898,
-4.98853852,
-6.31268,
11.441492,
-8.396824,
-8.5657505,
-11.07234327,
-11.9478576,
-12.19985736,
-12.84195024,
-13.9057477,
-14.672679,
-14.6802864,
-14.89120345
]"
./TestFULL/Conflict/Conflict_009 .mp4;Party;9,844054;9,654168;9,3503894;7,390432;6,7651429;4,253259;3,58535671;3,5186953;2,713948;2,20526401;-1,15088319;-1,87783434;-2,8894747;-4,32938715;11,821976;-5,1027145;-6,3462312;-6,4413278;-6,58802416;-9,06259052;-9,495372;-10,7976665;-11,38635718;-13,626658;-13,772475;"[
'./TestFULL/Conflict/Conflict_009
.mp4',
'Baseball',
9.844054,
9.654168,
9.3503894,
7.390432,
6.7651429,
4.253259,
3.58535671,
3.5186953,
2.713948,
2.20526401,
-1.15088319,
-1.87783434,
-2.8894747,
-4.32938715,
11.821976,
-5.1027145,
-6.3462312,
-6.4413278,
-6.58802416,
-9.06259052,
-9.495372,
-10.7976665,
-11.38635718,
-13.626658,
-13.772475
]"
./TestFULL/Conflict/Conflict_002 .mp4;Party;9,8405149;9,10531941;7,6491821;6,9910932;6,23106435;4,65776751;3,73042678;1,62248022;1,13176677;0,65464547;0,14979813;-0,534677;-0,58011497;-1,101125;8,970972;-5,9150762;-6,005693;-6,158284;-10,05360543;-10,1998944;-12,624915;-13,3991065;-13,44671945;-14,403789;-14,6317576;"[
'./TestFULL/Conflict/Conflict_002
.mp4',
'Baseball',
9.8405149,
9.10531941,
7.6491821,
6.9910932,
6.23106435,
4.65776751,
3.73042678,
1.62248022,
1.13176677,
0.65464547,
0.14979813,
-0.534677,
-0.58011497,
-1.101125,
8.970972,
-5.9150762,
-6.005693,
-6.158284,
-10.05360543,
-10.1998944,
-12.624915,
-13.3991065,
-13.44671945,
-14.403789,
-14.6317576
]"
./TestFULL/Conflict/Conflict_007 .mp4;Party;9,9027307;7,6478664;7,1972484;6,901457;5,359461;4,265109;3,601491;2,75376111;1,623092;1,21128471;0,7743106;-0,1852475;-1,0435444;-1,6126798;8,093582;-4,1419492;-4,16556;-4,2580524;-4,580917;-5,6656773;-7,200615;-8,197468;-9,783537;-12,353214;-14,311855;"[
'./TestFULL/Conflict/Conflict_007
.mp4',
'Baseball',
9.9027307,
7.6478664,
7.1972484,
6.901457,
5.359461,
4.265109,
3.601491,
2.75376111,
1.623092,
1.21128471,
0.7743106,
-0.1852475,
-1.0435444,
-1.6126798,
8.093582,
-4.1419492,
-4.16556,
-4.2580524,
-4.580917,
-5.6656773,
-7.200615,
-8.197468,
-9.783537,
-12.353214,
-14.311855
]"
./TestFULL/Conflict/Conflict_004 .mp4;Party;9,6983018;9,45838688;8,8652503;8,629284;8,502352;4,62475439;3,9299837;0,8416959;0,08956814;-0,2048803;-1,178917;-2,8868514;-3,82862142;-3,9324597;9,055929;-8,60351957;-9,1314918;-9,4139816;-9,99183986;-10,7225871;-11,94146962;-12,74304202;-13,5191597;-13,5385704;-13,7293026;"[
'./TestFULL/Conflict/Conflict_004
.mp4',
'Baseball',
9.6983018,
9.45838688,
8.8652503,
8.629284,
8.502352,
4.62475439,
3.9299837,
0.8416959,
0.08956814,
-0.2048803,
-1.178917,
-2.8868514,
-3.82862142,
-3.9324597,
9.055929,
-8.60351957,
-9.1314918,
-9.4139816,
-9.99183986,
-10.7225871,
-11.94146962,
-12.74304202,
-13.5191597,
-13.5385704,
-13.7293026
]"
./TestFULL/Conflict/Conflict_012 .mp4;Party;9,302102;8,16273895;8,08801918;6,0455229;3,527997;3,191523;3,08548742;0,335926;-0,666138;-3,03059602;-3,152869;-3,70489826;-4,640583;-6,11114979;9,023682;-7,44067691;-7,98450293;-10,615118;-10,7869497;-10,9080619;-12,9216598;-14,1142448;-14,16991265;-14,2886394;-14,93150194;"[
'./TestFULL/Conflict/Conflict_012
.mp4',
'Baseball',
9.302102,
8.16273895,
8.08801918,
6.0455229,
3.527997,
3.191523,
3.08548742,
0.335926,
-0.666138,
-3.03059602,
-3.152869,
-3.70489826,
-4.640583,
-6.11114979,
9.023682,
-7.44067691,
-7.98450293,
-10.615118,
-10.7869497,
-10.9080619,
-12.9216598,
-14.1142448,
-14.16991265,
-14.2886394,
-14.93150194
]"
./TestFULL/Conflict/Conflict_023 .mp4;Party;9,600746;9,5641534;9,174619;7,426368;6,905794;5,6396847;5,54346549;5,36635428;3,256754;2,120372;0,70430789;0,6345588;-0,418313;-0,5109215;10,33752359;-3,09713047;-4,0327741;-6,81648864;-7,205357;-9,374264;-10,89348771;-11,1450798;-11,38511669;-14,157774;-14,607749;"[
'./TestFULL/Conflict/Conflict_023
.mp4',
'Baseball',
9.600746,
9.5641534,
9.174619,
7.426368,
6.905794,
5.6396847,
5.54346549,
5.36635428,
3.256754,
2.120372,
0.70430789,
0.6345588,
-0.418313,
-0.5109215,
10.33752359,
-3.09713047,
-4.0327741,
-6.81648864,
-7.205357,
-9.374264,
-10.89348771,
-11.1450798,
-11.38511669,
-14.157774,
-14.607749
]"
./TestFULL/Conflict/Conflict_010 .mp4;Party;9,81329604;7,74091964;7,6569539;6,62226047;5,339811;5,2544708;4,68901438;4,67698;2,8598088;2,09838718;1,32067995;0,642571;-0,97698095;-2,274138;11,93199;-3,115293;-3,95659;-5,5121731;-7,6031372;-8,0769419;-8,2541452;-8,95302382;-10,172391;-10,4767182;-13,19587;"[
'./TestFULL/Conflict/Conflict_010
.mp4',
'Baseball',
9.81329604,
7.74091964,
7.6569539,
6.62226047,
5.339811,
5.2544708,
4.68901438,
4.67698,
2.8598088,
2.09838718,
1.32067995,
0.642571,
-0.97698095,
-2.274138,
11.93199,
-3.115293,
-3.95659,
-5.5121731,
-7.6031372,
-8.0769419,
-8.2541452,
-8.95302382,
-10.172391,
-10.4767182,
-13.19587
]"
./TestFULL/Conflict/Conflict_011 .mp4;Party;9,7048685;9,3593657;8,922751;8,56435915;7,94417046;5,34285167;5,1178844;4,2559809;3,6275276;3,3908446;3,1441977;2,65022824;1,5153308;1,25841988;8,641628;-1,4200186;-2,6655033;-2,80210799;-4,11756;-5,853656;-5,881374;-10,4213568;-10,922764;-14,5695267;-14,63161048;"[
'./TestFULL/Conflict/Conflict_011
.mp4',
'Baseball',
9.7048685,
9.3593657,
8.922751,
8.56435915,
7.94417046,
5.34285167,
5.1178844,
4.2559809,
3.6275276,
3.3908446,
3.1441977,
2.65022824,
1.5153308,
1.25841988,
8.641628,
-1.4200186,
-2.6655033,
-2.80210799,
-4.11756,
-5.853656,
-5.881374,
-10.4213568,
-10.922764,
-14.5695267,
-14.63161048
]"
./TestFULL/Conflict/Conflict_020 .mp4;Party;7,7290395;7,251493;6,7486959;5,3512121;4,86656754;2,61049007;1,5665925;-0,93784098;-1,14645199;-1,986907;-3,76071545;-5,18331121;-5,36787462;-6,24274099;11,746775;-8,0712858;-8,975312;-9,7247406;-10,404472;-10,82303509;-10,9473712;-10,98645867;-12,8428757;-13,72887291;-14,69710434;"[
'./TestFULL/Conflict/Conflict_020
.mp4',
'Baseball',
7.7290395,
7.251493,
6.7486959,
5.3512121,
4.86656754,
2.61049007,
1.5665925,
-0.93784098,
-1.14645199,
-1.986907,
-3.76071545,
-5.18331121,
-5.36787462,
-6.24274099,
11.746775,
-8.0712858,
-8.975312,
-9.7247406,
-10.404472,
-10.82303509,
-10.9473712,
-10.98645867,
-12.8428757,
-13.72887291,
-14.69710434
]"
./TestFULL/Constructing/Constructing_058 .mp4;Party;9,42309427;9,260911;8,6686272;8,49918397;5,633462;4,2556423;2,4503743;2,4160181;2,133057;0,95080602;0,7767872;-0,06235598;-0,5507252;-2,40883;10,1522;-2,66734101;-3,55594248;-4,58649414;-6,6367435;-8,250535;-9,269373;-9,8445497;-12,109701;-14,67127997;-14,790279;"[
'./TestFULL/Constructing/Constructing_058
.mp4',
'Baseball',
9.42309427,
9.260911,
8.6686272,
8.49918397,
5.633462,
4.2556423,
2.4503743,
2.4160181,
2.133057,
0.95080602,
0.7767872,
-0.06235598,
-0.5507252,
-2.40883,
10.1522,
-2.66734101,
-3.55594248,
-4.58649414,
-6.6367435,
-8.250535,
-9.269373,
-9.8445497,
-12.109701,
-14.67127997,
-14.790279
]"
./TestFULL/Constructing/Constructing_027 .mp4;Party;6,6621811;5,420104;4,848697;3,7218041;1,5902659;1,2700209;0,6289986;-1,00618386;-1,815346;-2,9445846;-3,1263481;-4,566069;-6,53738832;-6,8065666;9,310722;-7,40231382;-8,642862;-8,83094917;-12,018783;-12,4042428;-13,134016;-13,4906173;-14,0147182;-14,1837332;-14,9791777;"[
'./TestFULL/Constructing/Constructing_027
.mp4',
'Baseball',
6.6621811,
5.420104,
4.848697,
3.7218041,
1.5902659,
1.2700209,
0.6289986,
-1.00618386,
-1.815346,
-2.9445846,
-3.1263481,
-4.566069,
-6.53738832,
-6.8065666,
9.310722,
-7.40231382,
-8.642862,
-8.83094917,
-12.018783,
-12.4042428,
-13.134016,
-13.4906173,
-14.0147182,
-14.1837332,
-14.9791777
]"
./TestFULL/Constructing/Constructing_010 .mp4;Party;9,6056265;9,36222764;7,576692;6,299383;3,65812;3,61841309;2,1873505;1,08305942;1,0312138;0,8580072;0,5623069;-0,1961352;-0,3988446;-0,775902;8,291353;-1,71386851;-2,20019404;-2,550959;-4,999494;-6,1872082;-7,091194;-11,032614;-11,158316;-12,7967;-13,047219;"[
'./TestFULL/Constructing/Constructing_010
.mp4',
'Baseball',
9.6056265,
9.36222764,
7.576692,
6.299383,
3.65812,
3.61841309,
2.1873505,
1.08305942,
1.0312138,
0.8580072,
0.5623069,
-0.1961352,
-0.3988446,
-0.775902,
8.291353,
-1.71386851,
-2.20019404,
-2.550959,
-4.999494,
-6.1872082,
-7.091194,
-11.032614,
-11.158316,
-12.7967,
-13.047219
]"
./TestFULL/Constructing/Constructing_044 .mp4;Party;8,734378;7,21698821;6,19118474;5,6150488;4,4301283;3,87106519;2,901323;2,897056;2,6777308;2,52742239;-0,0631157;-0,87554043;-1,14561083;-1,548037;11,671949;-4,1934652;-6,234546;-7,714715;-7,762296;-8,7656251;-9,11464749;-10,1268639;-11,703435;-12,9841214;-13,906184;"[
'./TestFULL/Constructing/Constructing_044
.mp4',
'Baseball',
8.734378,
7.21698821,
6.19118474,
5.6150488,
4.4301283,
3.87106519,
2.901323,
2.897056,
2.6777308,
2.52742239,
-0.0631157,
-0.87554043,
-1.14561083,
-1.548037,
11.671949,
-4.1934652,
-6.234546,
-7.714715,
-7.762296,
-8.7656251,
-9.11464749,
-10.1268639,
-11.703435,
-12.9841214,
-13.906184
]"
./TestFULL/Constructing/Constructing_034 .mp4;Party;9,7503511;9,352617;8,573351;7,45788597;6,0359123;5,111239;4,7562507;4,566067;4,4800067;2,236137;1,97863153;1,04954895;0,465058;0,004564;8,1789857;-0,689047;-3,299373;-4,607549;-8,819877;-8,9218718;-8,993802;-11,2547269;-11,40190166;-13,48942613;-13,548997;"[
'./TestFULL/Constructing/Constructing_034
.mp4',
'Baseball',
9.7503511,
9.352617,
8.573351,
7.45788597,
6.0359123,
5.111239,
4.7562507,
4.566067,
4.4800067,
2.236137,
1.97863153,
1.04954895,
0.465058,
0.004564,
8.1789857,
-0.689047,
-3.299373,
-4.607549,
-8.819877,
-8.9218718,
-8.993802,
-11.2547269,
-11.40190166,
-13.48942613,
-13.548997
]"
./TestFULL/Constructing/Constructing_038 .mp4;Party;8,5809988;8,5376877;8,263138;4,285596;3,98736553;2,949744;2,900146;2,88671803;1,5300501;1,288302;0,825523;-1,861982;-2,7005537;-2,8252837;9,619879;-5,0334925;-5,419245;-8,7235511;-9,98183871;-10,2075454;-11,2993876;-11,411513;-11,600842;-13,622944;-14,64586339;"[
'./TestFULL/Constructing/Constructing_038
.mp4',
'Baseball',
8.5809988,
8.5376877,
8.263138,
4.285596,
3.98736553,
2.949744,
2.900146,
2.88671803,
1.5300501,
1.288302,
0.825523,
-1.861982,
-2.7005537,
-2.8252837,
9.619879,
-5.0334925,
-5.419245,
-8.7235511,
-9.98183871,
-10.2075454,
-11.2993876,
-11.411513,
-11.600842,
-13.622944,
-14.64586339
]"
./TestFULL/Constructing/Constructing_039 .mp4;Party;9,6285045;9,3492156;9,0661961;8,942327;8,821551;8,47134427;7,8126338;7,107652;3,2598405;2,061964;0,511749;-0,35797437;-0,97815086;-3,21522515;9,35347684;-7,230988;-7,328061;-8,60632395;-8,6705181;-11,24041193;-11,60653728;-11,7740352;-11,923816;-12,28417566;-14,7036984;"[
'./TestFULL/Constructing/Constructing_039
.mp4',
'Baseball',
9.6285045,
9.3492156,
9.0661961,
8.942327,
8.821551,
8.47134427,
7.8126338,
7.107652,
3.2598405,
2.061964,
0.511749,
-0.35797437,
-0.97815086,
-3.21522515,
9.35347684,
-7.230988,
-7.328061,
-8.60632395,
-8.6705181,
-11.24041193,
-11.60653728,
-11.7740352,
-11.923816,
-12.28417566,
-14.7036984
]"
./TestFULL/Constructing/Constructing_054 .mp4;Party;7,25440984;6,281696;5,48144902;5,075921;2,051302;1,684424;1,350148;1,1935944;0,5003519;-0,38950824;-1,66676529;-2,354504;-2,4645738;-2,68814;8,149998;-4,0475888;-6,3064608;-6,5478503;-6,6195875;-7,79112243;-9,431924;-9,533495;-11,9678946;-12,216648;-13,04719736;"[
'./TestFULL/Constructing/Constructing_054
.mp4',
'Baseball',
7.25440984,
6.281696,
5.48144902,
5.075921,
2.051302,
1.684424,
1.350148,
1.1935944,
0.5003519,
-0.38950824,
-1.66676529,
-2.354504,
-2.4645738,
-2.68814,
8.149998,
-4.0475888,
-6.3064608,
-6.5478503,
-6.6195875,
-7.79112243,
-9.431924,
-9.533495,
-11.9678946,
-12.216648,
-13.04719736
]"
./TestFULL/Constructing/Constructing_032 .mp4;Party;6,49578133;5,02703749;4,50935254;3,03138456;2,9756374;2,861486;2,264049;0,9106486;-0,2700504;-0,613511;-1,6362116;-2,1474894;-2,6218153;-2,8624953;11,8831745;-5,5827762;-5,9876028;-6,842947;-8,55394;-12,5310875;-12,71210512;-12,86112572;-13,089124;-13,15668246;-13,810638;"[
'./TestFULL/Constructing/Constructing_032
.mp4',
'Baseball',
6.49578133,
5.02703749,
4.50935254,
3.03138456,
2.9756374,
2.861486,
2.264049,
0.9106486,
-0.2700504,
-0.613511,
-1.6362116,
-2.1474894,
-2.6218153,
-2.8624953,
11.8831745,
-5.5827762,
-5.9876028,
-6.842947,
-8.55394,
-12.5310875,
-12.71210512,
-12.86112572,
-13.089124,
-13.15668246,
-13.810638
]"
./TestFULL/Constructing/Constructing_020 .mp4;Party;9,3920992;8,3313893;5,5815037;5,4664719;4,9118873;4,31229;3,1433506;3,0442179;2,5894188;2,43203;1,861965;1,82892464;1,013851;-0,4051686;11,45312298;-2,0140286;-2,6937465;-4,47746175;-4,9260138;-6,6323496;-7,524677;-7,7541419;-8,68285322;-12,9652305;-13,119067;"[
'./TestFULL/Constructing/Constructing_020
.mp4',
'Baseball',
9.3920992,
8.3313893,
5.5815037,
5.4664719,
4.9118873,
4.31229,
3.1433506,
3.0442179,
2.5894188,
2.43203,
1.861965,
1.82892464,
1.013851,
-0.4051686,
11.45312298,
-2.0140286,
-2.6937465,
-4.47746175,
-4.9260138,
-6.6323496,
-7.524677,
-7.7541419,
-8.68285322,
-12.9652305,
-13.119067
]"
./TestFULL/Constructing/Constructing_047 .mp4;Party;8,376231;7,849117;6,984039;5,52017089;3,51729341;3,280972;2,994467;2,73565628;2,4637498;2,21799634;1,8178768;0,94344844;0,5313811;-0,731101;8,06203;-3,099618;-3,99596118;-4,18445;-5,254642;-6,121889;-6,230879;-7,2894687;-7,9000131;-12,9994005;-14,0820732;"[
'./TestFULL/Constructing/Constructing_047
.mp4',
'Baseball',
8.376231,
7.849117,
6.984039,
5.52017089,
3.51729341,
3.280972,
2.994467,
2.73565628,
2.4637498,
2.21799634,
1.8178768,
0.94344844,
0.5313811,
-0.731101,
8.06203,
-3.099618,
-3.99596118,
-4.18445,
-5.254642,
-6.121889,
-6.230879,
-7.2894687,
-7.9000131,
-12.9994005,
-14.0820732
]"
./TestFULL/Constructing/Constructing_033 .mp4;Party;9,3667071;8,99540157;8,58086339;8,32770652;7,884522;7,5152032;5,6298316;4,673625;4,5447846;1,67253729;0,2348632;-0,68079;-2,150217;-3,083048;10,85723279;-3,959474;-4,6519645;-6,3445429;-6,7216837;-7,6967937;-7,95637268;-8,00870791;-9,6417432;-12,793501;-14,594969;"[
'./TestFULL/Constructing/Constructing_033
.mp4',
'Baseball',
9.3667071,
8.99540157,
8.58086339,
8.32770652,
7.884522,
7.5152032,
5.6298316,
4.673625,
4.5447846,
1.67253729,
0.2348632,
-0.68079,
-2.150217,
-3.083048,
10.85723279,
-3.959474,
-4.6519645,
-6.3445429,
-6.7216837,
-7.6967937,
-7.95637268,
-8.00870791,
-9.6417432,
-12.793501,
-14.594969
]"
./TestFULL/Constructing/Constructing_011 .mp4;Party;9,2277133;8,6478733;7,5180639;7,463123;7,263201;5,510213;5,06219717;4,8514764;4,587053;4,1812159;3,9926143;2,67097513;2,312124;1,61426019;8,803753;-2,56426337;-2,598221;-5,2936318;-8,1009599;-8,2175503;-9,7026283;-9,851937;-9,90564511;-9,9591595;-14,237437;"[
'./TestFULL/Constructing/Constructing_011
.mp4',
'Baseball',
9.2277133,
8.6478733,
7.5180639,
7.463123,
7.263201,
5.510213,
5.06219717,
4.8514764,
4.587053,
4.1812159,
3.9926143,
2.67097513,
2.312124,
1.61426019,
8.803753,
-2.56426337,
-2.598221,
-5.2936318,
-8.1009599,
-8.2175503,
-9.7026283,
-9.851937,
-9.90564511,
-9.9591595,
-14.237437
]"
./TestFULL/Constructing/Constructing_041 .mp4;Party;9,124773;6,64665249;6,14375374;3,88306547;1,91102951;1,24088454;0,71560115;-0,22707195;-0,94198498;-1,50901983;-3,472654;-4,35209664;-6,753469;-6,7697207;10,2370889;-7,2596514;-7,432455;-7,779638;-8,1763866;-10,572108;-11,885856;-13,59416306;-13,69760739;-14,31293;-14,876809;"[
'./TestFULL/Constructing/Constructing_041
.mp4',
'Baseball',
9.124773,
6.64665249,
6.14375374,
3.88306547,
1.91102951,
1.24088454,
0.71560115,
-0.22707195,
-0.94198498,
-1.50901983,
-3.472654,
-4.35209664,
-6.753469,
-6.7697207,
10.2370889,
-7.2596514,
-7.432455,
-7.779638,
-8.1763866,
-10.572108,
-11.885856,
-13.59416306,
-13.69760739,
-14.31293,
-14.876809
]"
./TestFULL/Constructing/Constructing_043 .mp4;Party;9,0440126;8,6103715;5,39287229;3,54058973;0,07675998;-0,6362534;-1,70871097;-1,92847064;-3,20695445;-4,75969;-5,00613056;-5,5557946;-5,991363;-6,37296866;8,680891;-6,608786;-7,15127327;-7,4790141;-9,536092;-9,9154643;-11,831328;-12,61920968;-12,6476798;-13,57163416;-13,7133338;"[
'./TestFULL/Constructing/Constructing_043
.mp4',
'Baseball',
9.0440126,
8.6103715,
5.39287229,
3.54058973,
0.07675998,
-0.6362534,
-1.70871097,
-1.92847064,
-3.20695445,
-4.75969,
-5.00613056,
-5.5557946,
-5.991363,
-6.37296866,
8.680891,
-6.608786,
-7.15127327,
-7.4790141,
-9.536092,
-9.9154643,
-11.831328,
-12.61920968,
-12.6476798,
-13.57163416,
-13.7133338
]"
./TestFULL/Cycling/Cycling_025 .mp4;Party;7,666646;6,1936491;4,23645162;3,67505;3,45973152;2,7616306;0,23370746;-0,4181317;-2,715604;-3,1421453;-3,29493123;-3,4725757;-3,61629565;-5,283226;9,05885522;-6,05272719;-6,43183539;-8,14629138;-9,4305231;-10,401953;-11,164846;-12,04892087;-12,46016989;-13,0670235;-13,588011;"[
'./TestFULL/Cycling/Cycling_025
.mp4',
'Baseball',
7.666646,
6.1936491,
4.23645162,
3.67505,
3.45973152,
2.7616306,
0.23370746,
-0.4181317,
-2.715604,
-3.1421453,
-3.29493123,
-3.4725757,
-3.61629565,
-5.283226,
9.05885522,
-6.05272719,
-6.43183539,
-8.14629138,
-9.4305231,
-10.401953,
-11.164846,
-12.04892087,
-12.46016989,
-13.0670235,
-13.588011
]"
./TestFULL/Cycling/Cycling_039 .mp4;Party;9,4091325;8,535441;6,5335588;6,495754;6,34032118;5,21341847;5,176744;1,37809769;0,48095333;-0,8942423;-1,00068884;-1,365146;-4,5715065;-4,749965;8,345522;-4,89800576;-5,06044674;-6,544203;-6,568134;-8,533296;-9,908626;-11,303071;-11,34899;-12,38573673;-14,66442363;"[
'./TestFULL/Cycling/Cycling_039
.mp4',
'Baseball',
9.4091325,
8.535441,
6.5335588,
6.495754,
6.34032118,
5.21341847,
5.176744,
1.37809769,
0.48095333,
-0.8942423,
-1.00068884,
-1.365146,
-4.5715065,
-4.749965,
8.345522,
-4.89800576,
-5.06044674,
-6.544203,
-6.568134,
-8.533296,
-9.908626,
-11.303071,
-11.34899,
-12.38573673,
-14.66442363
]"
